contestId,index,name,rating,text
2230,A,Optimal Purchase,800,"A. Optimal Purchase time limit per test 2 seconds memory limit per test 512 megabytes input standard input output standard output You have a group of $$$n$$$ students who need access to an online course. Two types of access keys are available in the store: Individual key: costs $$$a$$$ dollars and gives access to one student. Group key: costs $$$b$$$ dollars and gives access to a group of up to three students inclusive. A group key can also be used for fewer students (one or two), and its price does not change. Your task is to determine the minimum amount of money needed to provide access to the online course for all $$$n$$$ students. Input The first line contains one integer $$$t$$$ ($$$1 \le t \le 10^4$$$) — the number of test cases. Each test case consists of one line containing three integers $$$n, a, b$$$ ($$$1 \le n, a, b \le 10^8$$$) — the number of students, the cost of an individual key, and the cost of a group key. Output For each test case, output one integer — the minimum amount of money needed to provide access to the online course for all $$$n$$$ students. Example Input 9 5 10 25 4 10 50 1 20 15 1 10 25 100000000 100 290 2 10 15 300 1 1 4 10 12 11 10 20 Output 45 40 15 10 9666666670 15 100 22 80 Note In the first example, you can buy $$$1$$$ group key and $$$2$$$ individual keys. In the second example, you can buy $$$4$$$ individual keys. In the third example, you can buy $$$1$$$ group key. In the fourth example, you can buy $$$1$$$ individual key."
2229,I,The Endians,3400,"I. The Endians time limit per test 2 seconds memory limit per test 1024 megabytes input standard input output standard output You are given a tree of $$$n$$$ nodes, where node $$$i$$$ has weight $$$w_i$$$, and an integer $$$k$$$. Let the tree be rooted at node $$$x$$$. You may select a subset $$$S$$$ of the nodes such that $$$|S| = k$$$ and $$$x \in S$$$. Let $$$f(i)$$$ be the sum of the weights of all nodes in $$$S$$$ on the path from node $$$i$$$ to the root. The score of $$$S$$$ is $$$\sum_{i \in S} f(i)$$$. For each node $$$1 \le x \le n$$$, find the maximum possible score among all subsets $$$S$$$ if the tree is rooted at node $$$x$$$. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 500$$$). The description of the test cases follows. The first line of each test case contains two integers $$$n$$$ and $$$k$$$ ($$$2 \le n \le 4000$$$, $$$1 \le k \le n$$$). The second line of each test case contains $$$n$$$ integers $$$w_1, w_2,\ldots, w_n$$$ ($$$1 \le w_i \le 10^9$$$). Each of the next $$$n - 1$$$ lines contains two integers $$$u$$$ and $$$v$$$ ($$$1 \le u, v \le n$$$), indicating that nodes $$$u$$$ and $$$v$$$ are connected by an edge. It is guaranteed that the given graph is a tree. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$4000$$$. Output For each test case, print $$$n$$$ integers. For each $$$x$$$ from $$$1$$$ to $$$n$$$, print the maximum possible score among all subsets $$$S$$$ if the tree is rooted at node $$$x$$$. Example Input 3 6 3 2 12 3 6 9 7 1 2 1 3 3 4 4 5 4 6 5 5 10000 1000 100 10 1 1 2 2 3 3 4 3 5 9 5 7 11 5 16 13 10 12 9 15 8 1 1 6 3 7 4 6 6 7 6 5 9 1 2 8 Output 27 57 30 39 51 45 54311 15311 12511 12451 12415 120 150 134 170 155 122 150 132 162 Note In the first test case, the tree is as follows: For each $$$1 \le x \le n$$$, the following is an optimal set $$$S$$$: $$$x = 1$$$: $$$S = \{1, 2, 5\}$$$; the score is $$$(2) + (12 + 2) + (9 + 2) = 27$$$, $$$x = 2$$$: $$$S = \{2, 4 ,5\}$$$; the score is $$$(12) + (6 + 12) + (9 + 6 + 12) = 57$$$, $$$x = 3$$$: $$$S = \{2, 3, 5\}$$$; the score is $$$(12 + 3) + (3) + (9 + 3) = 30$$$, $$$x = 4$$$: $$$S = \{2, 4, 5\}$$$; the score is $$$(12 + 6) + (6) + (9 + 6) = 39$$$, $$$x = 5$$$: $$$S = \{2, 4 ,5\}$$$; the score is $$$(12 + 6 + 9) + (6 + 9) + (9) = 51$$$, $$$x = 6$$$: $$$S = \{2 ,4, 6\}$$$; the score is $$$(12 + 6 + 7) + (6 + 7) + (7) = 45$$$. In the second test case, $$$S = \{1, 2, 3, 4, 5\}$$$ for all $$$x$$$."
2229,H,Wowee Binary String,3200,"H. Wowee Binary String time limit per test 2 seconds memory limit per test 512 megabytes input standard input output standard output You find yourself with a string $$$s$$$ of length $$$n$$$ consisting of only the characters $$$\texttt{0}$$$, $$$\texttt{1}$$$ and $$$\texttt{?}$$$. In other words, $$$s$$$ is an incomplete binary string. You will do the following operations in order: replace all $$$\texttt{?}$$$ in $$$s$$$ with either $$$\texttt{0}$$$ or $$$\texttt{1}$$$. then repeat the following any number of times (possibly none): select a substring of $$$s$$$ with an even number of occurrences of the character $$$\texttt{1}$$$ and delete it. More formally, select two integers $$$l$$$, $$$r$$$ where $$$1 \le l \le r \le |s|$$$ and $$$\texttt{1}$$$ occurs in $$$s_l,s_{l + 1},\ldots,s_r$$$ an even number of times, then replace $$$s$$$ with $$$s_1,\ldots,s_{l - 1},s_{r + 1},\ldots,s_{|s|}$$$ Find how many different binary strings can be obtained after performing the operations. As the number could be humungous, find it modulo $$$998\,244\,353$$$. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 100$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$1 \le n \le 3000$$$) — the length of the string. The second line of each test case contains the incomplete binary string $$$s$$$. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$3000$$$. Output For each testcase, output the number of binary strings that can be obtained, modulo $$$998\,244\,353$$$. Example Input 7 1 ? 5 ????? 5 ?1001 8 10010001 7 00??10? 7 ?1?0?1? 16 0??000?00??1?1?0 Output 3 63 14 18 71 95 5399 Note In the first two testcases, any binary string of length no longer than $$$n$$$ can be made. In the third testcase, the following strings can be made: $$$\epsilon, \mathtt{0}, \mathtt{1}, \mathtt{01}, \mathtt{11}, \mathtt{001}, \mathtt{011}, \mathtt{101}, \mathtt{111}, \mathtt{0101}, \mathtt{1001}, \mathtt{1101}, \mathtt{01001}, \mathtt{11001}$$$, where $$$\epsilon$$$ represents the empty string. An example of how $$$\texttt{1}$$$ can be made is as follows: $$$\mathtt{\color{red}{?}1001} \rightarrow \mathtt{11001}$$$ $$$\mathtt{\color{red}{110}01} \rightarrow \mathtt{01}$$$ $$$\mathtt{\color{red}{0}1} \rightarrow \mathtt{1}$$$"
2229,G,Roadworks,2900,"G. Roadworks time limit per test 3 seconds memory limit per test 512 megabytes input standard input output standard output In an under-construction village, $$$n$$$ houses have been built in a row numbered from $$$1$$$ to $$$n$$$. House $$$i$$$ has hospitality $$$h_i$$$. The village has $$$n - 1$$$ roads, where road $$$i$$$ connects houses $$$i$$$ and $$$i + 1$$$ and will be built on day $$$d_i$$$. Initially, no roads are built. You start at house $$$x$$$ and will stay in the village from day $$$1$$$ to day $$$k$$$, initially with a satisfaction of $$$0$$$. On day $$$s$$$, the following happens in order: All roads $$$i$$$ with $$$d_i = s$$$ are built; You may move to an adjacent house, if the road to it has been built, or stay at your current house; Your satisfaction increases by $$$h_j$$$, where $$$j$$$ is the house you are currently at. Find the maximum satisfaction you can achieve after $$$k$$$ days. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each test case contains three integers $$$n$$$, $$$k$$$ and $$$x$$$ ($$$2 \le n \le 2 \cdot 10^5$$$, $$$1 \le k \le 10^9$$$, $$$1 \le x \le n$$$) — the number of houses, the number of days and the starting house, respectively. The second line contains $$$n$$$ integers $$$h_1, h_2, \ldots, h_n$$$ ($$$0 \le h_i \le 10^9$$$) — the hospitality of each house. The third line contains $$$n - 1$$$ integers $$$d_1, d_2, \ldots, d_{n - 1}$$$ ($$$1 \le d_i \le k$$$) — the day each road is built. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$. Output For each test case, output a single integer — the maximum satisfaction you can achieve after $$$k$$$ days. Example Input 4 5 10 3 14 2 3 5 6 10 6 2 7 4 8 1 0 0 0 1 7 1 2 2 1000000000 1 1 1000000000 1 9 27 6 17 13 5 8 14 3 4 17 20 10 1 2 13 3 15 6 23 Output 52 0 1000000000000000000 386 Note In the first test case, the following is one optimal sequence of moves: You start at house $$$x = 3$$$ with a satisfaction of $$$0$$$. On day $$$1$$$, no roads are built yet, so you must remain at house $$$3$$$. Your satisfaction becomes $$$3$$$. On day $$$2$$$, road $$$3$$$ is built. You move to house $$$4$$$ and remain there on days $$$2$$$, $$$3$$$, $$$4$$$, $$$5$$$, $$$6$$$ and $$$7$$$. Your satisfaction becomes $$$33$$$. During this time, roads $$$2$$$ and $$$4$$$ are also built. On day $$$8$$$, you move back to house $$$3$$$. Your satisfaction becomes $$$36$$$. On day $$$9$$$, you move to house $$$2$$$. Your satisfaction becomes $$$38$$$. On day $$$10$$$, road $$$1$$$ is built. You move to house $$$1$$$. Your satisfaction becomes $$$52$$$. It can be shown that it is impossible to achieve a satisfaction greater than $$$52$$$. In the second test case, you cannot reach house $$$4$$$ within $$$8$$$ days, so the maximum achievable satisfaction is $$$0$$$. In the third test case, you can immediately move to house $$$2$$$ and remain there for $$$1\,000\,000\,000$$$ days."
2229,F,Load Unbalancing,2400,"F. Load Unbalancing time limit per test 1.5 seconds memory limit per test 256 megabytes input standard input output standard output Note the unusually low time limit. You are given a sequence $$$a$$$ of length $$$n$$$, as well as an integer $$$k$$$. You may first reorder the elements of $$$a$$$ however you like. Then, define $$$f(a)$$$ as follows: Let $$$b$$$ be an array of length $$$k$$$ which is initially all zeros. For each $$$1 \le i \le n$$$ in order, add $$$a_i$$$ to any minimum element of $$$b$$$. At the end of this process, $$$f(a) = \max(b)$$$. Find the maximum possible value of $$$f(a)$$$ among all rearrangements of $$$a$$$. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each test case contains two integers $$$n$$$ and $$$k$$$ ($$$1 \le k \le n \le 18$$$). The second line of each test case contains $$$n$$$ integers $$$a_1, a_2, \ldots, a_n$$$ ($$$1 \le a_i \le 10^9$$$). It is guaranteed that the sum of $$$2^n$$$ over all test cases does not exceed $$$2^{18}$$$. Output For each test case, output a single integer — the maximum possible value of $$$f(a)$$$ among all rearrangements of $$$a$$$. Examples Input 1 18 5 837492015 264819073 519603847 902746518 173058264 648291507 395174620 781532946 506847193 924613708 158397042 673029415 240785631 819456270 461302987 730619824 528947163 894271056 Output 2823249283 Input 6 4 2 1 2 4 5 1 1 10 8 3 3 4 1 3 2 4 5 3 3 1 1000000000 1000000000 1000000000 17 6 6 7 67 4 1 41 6 9 69 3 1 4 1 5 9 2 6 2 2 1 2 Output 8 10 11 3000000000 85 2 Note In the first test case of the second example, one optimal rearrangement of $$$a$$$ is $$$[1, 4, 2, 5]$$$. $$$f(a)$$$ is computed as follows: $$$i$$$ $$$a_i$$$ $$$b$$$ $$$-$$$ $$$-$$$ $$$[0, 0]$$$ $$$1$$$ $$$1$$$ $$$[1, 0]$$$ $$$2$$$ $$$4$$$ $$$[1, 4]$$$ $$$3$$$ $$$2$$$ $$$[3, 4]$$$ $$$4$$$ $$$5$$$ $$$[8, 4]$$$ After this, $$$f(a) = \max([8,4]) = 8$$$. It can be shown that the maximum achievable $$$f(a)$$$ is $$$8$$$. In the third test case of the second example, one optimal rearrangement of $$$a$$$ is $$$[3, 1, 2, 3, 5, 4, 3, 4]$$$."
2229,E,Deconstruction Tree,2100,"E. Deconstruction Tree time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output A tree with $$$n$$$ nodes fell from the sky along with an initially empty set $$$S$$$. Ecstatic by this unlikely event, you do the following $$$n - 1$$$ times: let $$$x$$$ be the leaf with maximum index. add $$$x$$$ into $$$S$$$ (note that if $$$x$$$ is already in $$$S$$$ then nothing changes). select any leaf other than $$$x$$$ and remove it from the tree. Determine the number of distinct sets $$$S$$$ you can make. As the number could be ginormous, output it modulo $$$998\,244\,353$$$. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$2 \le n \le 2 \cdot 10^5$$$) — the size of the tree. Then $$$n - 1$$$ lines follow, each of which contain two integers $$$u$$$ and $$$v$$$ ($$$1 \le u,v \le n, u \ne v$$$), which describe a pair of vertices connected by an edge. It is guaranteed that the given graph is a tree. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$. Output Output the number of distinct sets that can be obtained modulo $$$998\,244\,353$$$. Example Input 6 2 1 2 5 5 1 5 3 5 4 5 2 7 7 6 7 4 5 7 1 6 2 4 3 5 10 10 9 10 8 10 7 10 6 9 5 8 4 7 3 6 2 5 1 4 2 4 3 1 1 4 4 1 4 2 3 3 4 Output 1 1 3 13 1 1 Note For the first testcase, there is only one possible order: $$$1$$$, making the set $$$\{2\}$$$ For the third testcase, the tree looks as follows: you can make the sets: $$$\{3, 6, 7\}$$$ by removing in the order $$$1, 2, 3, 4, 5, 6$$$ $$$\{3, 4, 6, 7\}$$$ by removing in the order $$$2, 1, 3, 4, 5, 6$$$ $$$\{3, 4, 5, 6, 7\}$$$ by removing in the order $$$2, 3, 1, 4, 5, 6$$$ It can be proven that these are the only sets obtainable."
2229,D,Me When Median Problem,1700,"D. Me When Median Problem time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output You are given two arrays of positive integers $$$a$$$ and $$$b$$$, both of length $$$n$$$. You will perform the following operation exactly $$$n - 1$$$ times: let $$$m$$$ be the current length of $$$a$$$ and $$$b$$$, note that the lengths will always be equal. select an integer $$$i$$$ ($$$1 \le i  \lt  m$$$): let $$$S$$$ be the multiset $$$\{a_i, a_{i + 1}, b_i, b_{i + 1}\}$$$ sort the elements of $$$S$$$ such that $$$s_1 \le s_2 \le s_3 \le s_4$$$. now replace $$$a_i, a_{i + 1}$$$ with $$$s_2$$$ and $$$b_i, b_{i + 1}$$$ with $$$s_3$$$. More formally, replace $$$a$$$ with $$$[a_1,a_2,\ldots,a_{i - 1},s_2,a_{i + 2},\ldots,a_m]$$$, and replace $$$b$$$ with $$$[b_1,b_2,\ldots,b_{i - 1},s_3,b_{i + 2},\ldots,b_m]$$$. After performing all operations, there will be exactly $$$1$$$ element remaining in both $$$a$$$ and $$$b$$$. Determine the maximum value of $$$\min(a_1, b_1)$$$ attainable if you perform operations optimally. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$1 \le n \le 10^5$$$) — the length of the arrays $$$a$$$ and $$$b$$$. The second line of each testcase contains $$$n$$$ integers $$$a_1,a_2,\ldots,a_{n}$$$ ($$$1 \le a_i \le 2 \cdot n$$$). The third line of each testcase contains $$$n$$$ integers $$$b_1,b_2,\ldots,b_{n}$$$ ($$$1 \le b_i \le 2 \cdot n$$$). It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$10^5$$$. Output For each testcase, output the maximum value of $$$\min(a_1,b_1)$$$ attainable. Example Input 6 1 1 2 3 2 4 5 1 3 6 4 7 5 4 8 4 6 7 8 8 8 7 13 11 1 10 4 5 11 11 12 8 9 2 3 13 9 16 1 9 12 5 18 10 10 16 14 6 7 11 12 17 18 3 17 6 3 6 12 4 10 12 2 3 2 7 8 9 Output 1 3 6 8 14 8 Note In the first example, we do not need to perform any operations, so the answer is just $$$\min(1, 2)$$$ which is $$$1$$$. For the second example, we can do the following sequence of moves: select $$$i = 1$$$ and then: $$$S = \{2, 4, 1, 3\}$$$, $$$s_1 = 1$$$, $$$s_2 = 2$$$, $$$s_3 = 3$$$, $$$s_4 = 4$$$ $$$a = [\color{red}{2, 4}, 5] \rightarrow [\color{red}{2}, 5]$$$ $$$b = [\color{red}{1, 3}, 6] \rightarrow [\color{red}{3}, 6]$$$ select $$$i = 1$$$ and then $$$S = \{2, 5, 3, 6\}$$$, $$$s_1 = 2$$$, $$$s_2 = 3$$$, $$$s_3 = 5$$$, $$$s_4 = 6$$$ $$$a = [\color{red}{2, 5}] \rightarrow [\color{red}{3}]$$$ $$$b = [\color{red}{3, 6}] \rightarrow [\color{red}{5}]$$$ The answer is then $$$\min(3, 5)$$$ which is $$$3$$$, it can be proven that this is optimal."
2229,C2,We Be Flipping (Hard Version),1400,"C2. We Be Flipping (Hard Version) time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output This is the hard version of the problem. The difference between the versions is that in this version, you must maximise the sum. You can hack only if you solved all versions of this problem. You have an array $$$a$$$ of length $$$n$$$ which consists of non-zero (but possibly negative) integers. You will perform the following operation at most $$$n$$$ times (possibly none): select an index $$$i$$$ ($$$1 \le i \le n$$$) such that $$$a_i  \gt  0$$$ then for each $$$j$$$ where $$$1 \le j \le i$$$ do $$$a_j := -a_j$$$. Output a valid sequence of operations of length at most $$$n$$$ which $$$\color{red}{\text{maximises}}$$$ the sum of $$$a$$$ at the end. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$2 \le n \le 2 \cdot 10^5$$$) — the length of the array $$$a$$$. The second line of each testcase contains $$$n$$$ integers $$$a_1,a_2,\ldots,a_n$$$ ($$$-10^9 \le a_i \le 10^9, a_i \ne 0$$$). It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$. Output For each testcase, output a single integer $$$k$$$ ($$$0 \le k \le n$$$) — the number of operations you will perform. Now output $$$k$$$ integers $$$b_1,\ldots,b_k$$$ where $$$b_i$$$ is the index you perform the $$$i$$$th operation on. After performing the operations the sum of $$$a$$$ should be maximal. Example Input 5 5 -1 -2 -3 -5 -4 4 5 7 10 19 5 1 -3 2 -1 10 4 16 -13 -18 -16 11 2 -10 -11 3 -10 15 7 18 16 17 -9 Output 0

0

2
1 3
0

6
6 3 1 5 4 7 Note In the first testcase, no operations are possible. In the second testcase, the sum is already maximal. In the third testcase, operations are made as follows: $$$[1, -3, 2, -1, 10] \xrightarrow{i = 1} [\color{red}{-1}, -3, 2, -1, 10]$$$ $$$[-1, -3, 2, -1, 10] \xrightarrow{i = 3} [\color{red}{1, 3, -2}, -1, 10]$$$ This has sum $$$11$$$, which can be proven to be maximal."
2229,C1,We Be Flipping (Easy Version),900,"C1. We Be Flipping (Easy Version) time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output This is the easy version of the problem. The difference between the versions is that in this version, you must minimise the sum. You can hack only if you solved all versions of this problem. You have an array $$$a$$$ of length $$$n$$$ which consists of non-zero (but possibly negative) integers. You will perform the following operation at most $$$n$$$ times (possibly none): select an index $$$i$$$ ($$$1 \le i \le n$$$) such that $$$a_i  \gt  0$$$ then for each $$$j$$$ where $$$1 \le j \le i$$$ do $$$a_j := -a_j$$$. Output a valid sequence of operations of length at most $$$n$$$ which $$$\color{red}{\text{minimises}}$$$ the sum of $$$a$$$ at the end. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$2 \le n \le 2 \cdot 10^5$$$) — the length of the array $$$a$$$. The second line of each testcase contains $$$n$$$ integers $$$a_1,a_2,\ldots,a_n$$$ ($$$-10^9 \le a_i \le 10^9, a_i \ne 0$$$). It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$. Output For each testcase, output a single integer $$$k$$$ ($$$0 \le k \le n$$$) — the number of operations you will perform. Now output $$$k$$$ integers $$$b_1,\ldots,b_k$$$ where $$$b_i$$$ is the index you perform the $$$i$$$th operation on. After performing the operations, the sum of $$$a$$$ should be minimal. Example Input 3 5 -1 -2 -3 -5 -4 5 -1 -2 3 -5 4 4 5 7 10 19 Output 0

4
3 5 4 2
1
4 Note In the first testcase, the sum is already minimised. So no operations are required. In the second testcase, the operations are made as follows: $$$[-1, -2, 3, -5, 4] \xrightarrow{i = 3} [\color{red}{1, 2, -3}, -5, 4]$$$ $$$[1, 2, -3, -5, 4] \xrightarrow{i = 5} [\color{red}{-1, -2, 3, 5, -4}]$$$ $$$[-1, -2, 3, 5, -4] \xrightarrow{i = 4} [\color{red}{1, 2, -3, -5}, -4]$$$ $$$[1, 2, -3, -5, -4] \xrightarrow{i = 2} [\color{red}{-1, -2}, -3, -5, -4]$$$ This has a sum of $$$-15$$$, which is the minimum possible."
2229,B,Absolute Cinema,800,"B. Absolute Cinema time limit per test 1.5 seconds memory limit per test 256 megabytes input standard input output standard output You find yourself with two arrays of positive integers $$$a$$$ and $$$b$$$, both of length $$$n$$$. You are to perform the following operation any number of times: select an integer $$$i$$$ ($$$1 \le i \le n$$$) and swap $$$a_i$$$ and $$$b_i$$$. Determine the maximum value of $$$\max(a) + \sum^{n}_{i = 1}{b_i}$$$ attainable if you perform the operations optimally. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$1 \le n \le 10^5$$$) — the length of the arrays $$$a$$$ and $$$b$$$. The second line of each testcase contains $$$n$$$ integers $$$a_1,a_2,\ldots,a_{n}$$$ ($$$1 \le a_i \le 10^9$$$). The third line of each testcase contains $$$n$$$ integers $$$b_1,b_2,\ldots,b_{n}$$$ ($$$1 \le b_i \le 10^9$$$). It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$10^5$$$. Output For each testcase, output the maximum value of $$$\max(a) + \sum^{n}_{i = 1}{b_i}$$$ attainable. Example Input 4 1 2 1 1 1 2 3 1 2 3 4 5 6 4 2 3 6 7 1 4 5 8 Output 3 3 18 27 Note Test Case 3: No swaps are required, so the answer is $$$\max([1, 2, 3]) + 4 + 5 + 6 = 3 + 15 = 18$$$, it can be proven that this is optimal. Test Case 4: You can achieve the maximum by swapping indices $$$1$$$, $$$3$$$ and $$$4$$$. So we get: $$$a = [1, 3, 5, 8]$$$ $$$b = [2, 4, 6, 7]$$$ This gives an answer of $$$\max([1, 3, 5, 8]) + 2 + 4 + 6 + 7 = 8 + 19 = 27$$$, it can be proven that this is optimal."
2229,A,Slimes on a Line,800,"A. Slimes on a Line time limit per test 1 second memory limit per test 256 megabytes input standard input output standard output There are $$$n$$$ slimes on a line, where slime $$$i$$$ is at position $$$a_i$$$ on the line. You will perform the following operation some number of times (possibly none): select an integer $$$x$$$, then for each $$$j$$$ ($$$1 \le j \le n$$$): if $$$a_j  \lt  x$$$ then do $$$a_j := a_j + 1$$$. if $$$a_j  \gt  x$$$ then do $$$a_j := a_j - 1$$$. if $$$a_j = x$$$ then do nothing. Determine the minimum number of operations to make all slimes occupy the same position. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 100$$$). The description of the test cases follows. The first line of each testcase contains an integer $$$n$$$ ($$$2 \le n \le 1000$$$) — the number of slimes. The second line of each testcase contains $$$n$$$ integers $$$a_1,a_2,\ldots,a_{n}$$$ ($$$1 \le a_i \le 1000$$$) — the initial positions of the slimes. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$1000$$$. Output For each testcase, output the minimum number of operations required to make all slimes occupy the same position. Example Input 10 5 1 2 3 4 5 5 3 3 3 3 3 6 5 6 7 1 2 3 2 2 5 4 1 3 8 7 4 6 2 1 8 3 1 3 9 5 1 10 1 10 10 8 10 8 5 9 1 6 9 10 2 1 1000 Output 2 0 3 2 4 4 4 5 5 500 Note Test Case 1: We can perform $$$2$$$ operations, both with $$$x = 3$$$. The first operation updates the array of positions to $$$a = [2, 3, 3, 3, 4]$$$, and then the second operation updates it to $$$a = [3, 3, 3, 3, 3]$$$. Test Case 2: All the slimes are already at position $$$3$$$, and hence $$$0$$$ operations are needed."
2228,F,Momoyo and the Network,2700,"F. Momoyo and the Network time limit per test 3 seconds memory limit per test 256 megabytes input standard input output standard output Where Is That Bustling Marketplace Now — Unconnected Marketeers The Underground Great Line Network is a grand transit system connecting all corners of Gensokyo. Momoyo noticed that the network's layout resembled a tree$$$^{\text{∗}}$$$ structure. She couldn't help but imagine the most effective way to dismantle that tree. Given a tree with $$$n$$$ nodes where node $$$i$$$ has weight $$$a_i$$$, select a simple path of exactly $$$k$$$ edges and remove all edges on it. This splits the tree into $$$k+1$$$ connected components, each with weight equal to the sum of its nodes' weights. You need to maximize the minimum component weight, or output $$$-1$$$ if no simple path of exactly $$$k$$$ edges exists. $$$^{\text{∗}}$$$A tree is a connected graph without cycles. Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 10^4$$$). The description of the test cases follows. The first line of each test case contains two integers $$$n$$$ and $$$k$$$ ($$$1 \le k \le n-1$$$, $$$2 \le n \le 2 \cdot 10^5$$$). The second line contains $$$n$$$ integers, where the $$$i$$$-th integer represents $$$a_i$$$ ($$$1 \le a_i \le 10^9$$$). The next $$$n-1$$$ lines each contain two integers $$$u$$$ and $$$v$$$, representing an edge of the tree. It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2\cdot 10^5$$$. Output For each test case, output the maximum possible minimum component weight, or $$$-1$$$ if no such path exists. Example Input 5 4 1 1 2 3 4 1 2 2 3 3 4 4 2 1 2 3 4 1 2 2 3 3 4 4 3 1 2 3 4 1 2 2 3 3 4 7 2 7 1 3 2 2 4 3 1 2 2 3 2 4 2 5 5 6 5 7 4 3 1 2 3 4 1 2 1 3 1 4 Output 4 3 1 6 -1 Note In the first test case, consider the path $$$3\to4$$$. Removing this path yields components of weights $$$6$$$ and $$$4$$$. In the fourth test case, take the path $$$1\to2\to5$$$. Removing this path yields components of weights $$$7$$$, $$$6$$$, and $$$9$$$."
